country	sex	year	BMI
Tanzania	male	1992	21.59534
Thailand	male	1992	21.59724
Timor-Leste	male	1992	20.19698
Togo	male	1992	21.09815
Tonga	male	1992	28.43514
Trinidad and Tobago	male	1992	25.12136
Tunisia	male	1992	23.23761
Turkey	male	1992	24.79153
Turkmenistan	male	1992	24.55385
Uganda	male	1992	21.55733
Ukraine	male	1992	25.05866
United Arab Emirates	male	1992	26.16562
United Kingdom	male	1992	25.79325
United States	male	1992	26.83609
Uruguay	male	1992	25.05527
Uzbekistan	male	1992	24.75026
Vanuatu	male	1992	24.79143
Venezuela	male	1992	25.75528
Vietnam	male	1992	19.45212
West Bank and Gaza	male	1992	25.376830000000002
Yemen, Rep.	male	1992	23.46544
Zambia	male	1992	20.04096
Zimbabwe	male	1992	21.5901
Afghanistan	male	1993	21.06376
Albania	male	1993	25.21192
Algeria	male	1993	23.25764
Andorra	male	1993	26.30356
Angola	male	1993	21.13938
Antigua and Barbuda	male	1993	24.54096
Argentina	male	1993	26.17288
Armenia	male	1993	24.05854
Australia	male	1993	26.10586
Austria	male	1993	25.50507
Azerbaijan	male	1993	24.7625
Bahamas	male	1993	25.58479
Bahrain	male	1993	25.56146
Bangladesh	male	1993	20.12952
Barbados	male	1993	25.09414
Belarus	male	1993	25.09742
Belgium	male	1993	25.7062
Belize	male	1993	25.45261
Benin	male	1993	21.35252
Bermuda	male	1993	26.65258
Bhutan	male	1993	21.87072
Bolivia	male	1993	23.50266
Bosnia and Herzegovina	male	1993	25.17015
Botswana	male	1993	20.50823
Brazil	male	1993	23.92823
British Virgin Islands	male	1993	24.8368
Brunei	male	1993	23.55589
Bulgaria	male	1993	25.78218
Burkina Faso	male	1993	20.43103
Burundi	male	1993	21.35314
Cambodia	male	1993	19.96919
Cameroon	male	1993	22.53125
Canada	male	1993	26.40651
Cape Verde	male	1993	21.74446
Central African Rep.	male	1993	20.78856
Chad	male	1993	20.61301
Chile	male	1993	25.43773
China	male	1993	22.0732
Colombia	male	1993	23.39628
Comoros	male	1993	21.57169
Congo, Dem. Rep.	male	1993	20.5555
Congo, Rep.	male	1993	21.20412
Cook Islands	male	1993	29.18297
Costa Rica	male	1993	24.84882
Cote d'Ivoire	male	1993	21.67979
Croatia	male	1993	25.55173
Cuba	male	1993	23.68752
Cyprus	male	1993	26.18266
Czech Rep.	male	1993	26.89619
Denmark	male	1993	24.85176
Djibouti	male	1993	22.21
Dominica	male	1993	23.46711
Dominican Rep.	male	1993	23.60267
Ecuador	male	1993	24.50867
Egypt	male	1993	25.40298
El Salvador	male	1993	24.65915
Equatorial Guinea	male	1993	21.33208
Eritrea	male	1993	20.32333
Estonia	male	1993	24.79123
Ethiopia	male	1993	19.64647
Fiji	male	1993	24.13829
Finland	male	1993	25.82563
France	male	1993	25.09455
French Polynesia	male	1993	28.04665
Gabon	male	1993	23.03261
Gambia	male	1993	20.48088
Georgia	male	1993	24.82921
Germany	male	1993	26.20839
Ghana	male	1993	21.49269
Greece	male	1993	25.28895
Greenland	male	1993	25.06717
Grenada	male	1993	23.98792
Guatemala	male	1993	24.06859
Guinea	male	1993	21.52042
Guinea-Bissau	male	1993	21.19819
Guyana	male	1993	22.84753
Haiti	male	1993	23.01219
Honduras	male	1993	23.95347
Hong Kong, China	male	1993	23.37374
Hungary	male	1993	26.0249
Iceland	male	1993	25.69722
India	male	1993	20.62593
Indonesia	male	1993	20.57903
Iran	male	1993	24.19475
Iraq	male	1993	25.73522
Ireland	male	1993	26.31231
Israel	male	1993	25.53842
Italy	male	1993	25.6544
Jamaica	male	1993	22.82344
Japan	male	1993	22.54894
Jordan	male	1993	26.07142
Kazakhstan	male	1993	25.03165
Kenya	male	1993	20.89796
Kiribati	male	1993	26.78385
Korea, Dem. Rep.	male	1993	22.3428
Korea, Rep.	male	1993	22.78586
Kuwait	male	1993	26.83413
Kyrgyzstan	male	1993	24.45599
Laos	male	1993	20.05038
Latvia	male	1993	25.29426
Lebanon	male	1993	25.37992
Lesotho	male	1993	20.73445
Liberia	male	1993	21.39555
Libya	male	1993	25.45129
Lithuania	male	1993	25.91784
Luxembourg	male	1993	25.98781
Macao, China	male	1993	24.07472
Macedonia, FYR	male	1993	25.50323
Madagascar	male	1993	20.99956
Malawi	male	1993	20.97348
Malaysia	male	1993	22.96548
Maldives	male	1993	21.61515
Mali	male	1993	20.678
Malta	male	1993	26.41604
Marshall Islands	male	1993	26.9603
Mauritania	male	1993	21.48606
Mauritius	male	1993	23.48322
Mexico	male	1993	25.90837
Micronesia, Fed. Sts.	male	1993	26.22206
Moldova	male	1993	24.52099
Mongolia	male	1993	23.79059
Montenegro	male	1993	25.70893
Morocco	male	1993	24.30474
Mozambique	male	1993	20.75391
Myanmar	male	1993	20.0513
Namibia	male	1993	21.28986
Nauru	male	1993	31.04119
Nepal	male	1993	20.63084
Netherlands	male	1993	24.69735
Netherlands Antilles	male	1993	25.87287
New Zealand	male	1993	26.12349
Nicaragua	male	1993	24.6547
Niger	male	1993	20.67461
Nigeria	male	1993	21.61643
Norway	male	1993	25.40433
Oman	male	1993	24.51702
Pakistan	male	1993	21.75977
Palau	male	1993	27.51336
Panama	male	1993	24.59741
Papua New Guinea	male	1993	23.43394
Paraguay	male	1993	24.27485
Peru	male	1993	23.54635
Philippines	male	1993	21.97304
Poland	male	1993	25.45525
Portugal	male	1993	25.52125
Puerto Rico	male	1993	26.0466
Qatar	male	1993	26.06332
Romania	male	1993	24.6656
Russia	male	1993	24.98602
Rwanda	male	1993	21.78895
Saint Kitts and Nevis	male	1993	26.35119
Saint Lucia	male	1993	23.573
Saint Vincent and the Grenadines	male	1993	23.95685
Samoa	male	1993	27.80065
Sao Tome and Principe	male	1993	21.92185
Saudi Arabia	male	1993	26.22935
Senegal	male	1993	20.90822
Serbia	male	1993	25.95303
Seychelles	male	1993	23.62919
Sierra Leone	male	1993	21.8085
Singapore	male	1993	23.4027
Slovak Republic	male	1993	26.0168
Slovenia	male	1993	26.14656
Solomon Islands	male	1993	25.51425
Somalia	male	1993	21.39259
South Africa	male	1993	23.69439
Spain	male	1993	25.96412
Sri Lanka	male	1993	20.95994
Sudan	male	1993	21.12529
Suriname	male	1993	24.01218
Swaziland	male	1993	21.91338
Sweden	male	1993	25.31753
Switzerland	male	1993	25.54019
Syria	male	1993	25.41595
Taiwan	male	1993	23.45302
Tajikistan	male	1993	24.08605
Tanzania	male	1993	21.61958
Thailand	male	1993	21.74154
Timor-Leste	male	1993	20.25745
Togo	male	1993	21.11306
Tonga	male	1993	28.6013
Trinidad and Tobago	male	1993	25.12806
Tunisia	male	1993	23.3474
Turkey	male	1993	24.91986
Turkmenistan	male	1993	24.53719
Uganda	male	1993	21.59188
Ukraine	male	1993	25.0484
United Arab Emirates	male	1993	26.2636
United Kingdom	male	1993	25.90392
United States	male	1993	26.95163
Uruguay	male	1993	25.15742
Uzbekistan	male	1993	24.73165
Vanuatu	male	1993	24.92541
Venezuela	male	1993	25.87036
Vietnam	male	1993	19.51493
West Bank and Gaza	male	1993	25.48893
Yemen, Rep.	male	1993	23.51371
Zambia	male	1993	20.07781
Zimbabwe	male	1993	21.58547
Afghanistan	male	1994	20.97987
Albania	male	1994	25.22115
Algeria	male	1994	23.32273
Andorra	male	1994	26.36793
Angola	male	1994	21.14186
Antigua and Barbuda	male	1994	24.60945
Argentina	male	1994	26.27872
Armenia	male	1994	24.02297
Australia	male	1994	26.20077
Austria	male	1994	25.56626
Azerbaijan	male	1994	24.69113
Bahamas	male	1994	25.65514
Bahrain	male	1994	25.71611
Bangladesh	male	1994	20.11823
Barbados	male	1994	25.14401
Belarus	male	1994	25.10406
Belgium	male	1994	25.77927
Belize	male	1994	25.54387
Benin	male	1994	21.40226
Bermuda	male	1994	26.75763
Bhutan	male	1994	21.90149
Bolivia	male	1994	23.5581
Bosnia and Herzegovina	male	1994	25.09667
Botswana	male	1994	20.58939
Brazil	male	1994	24.03524
British Virgin Islands	male	1994	25.04243
Brunei	male	1994	23.61052
Bulgaria	male	1994	25.77516
Burkina Faso	male	1994	20.46465
Burundi	male	1994	21.35172
Cambodia	male	1994	20.00377
Cameroon	male	1994	22.56063
Canada	male	1994	26.49979
Cape Verde	male	1994	21.83323
Central African Rep.	male	1994	20.78073
Chad	male	1994	20.6328
Chile	male	1994	25.55295
China	male	1994	22.1511
Colombia	male	1994	23.51334
Comoros	male	1994	21.60407
Congo, Dem. Rep.	male	1994	20.48951
Congo, Rep.	male	1994	21.21799
Cook Islands	male	1994	29.40326
Costa Rica	male	1994	24.95523
Cote d'Ivoire	male	1994	21.70943
Croatia	male	1994	25.55107
Cuba	male	1994	23.70158
Cyprus	male	1994	26.25772
Czech Rep.	male	1994	26.93426
Denmark	male	1994	24.90462
Djibouti	male	1994	22.26702
Dominica	male	1994	23.53829
Dominican Rep.	male	1994	23.67182
Ecuador	male	1994	24.58842
Egypt	male	1994	25.48856
El Salvador	male	1994	24.75942
Equatorial Guinea	male	1994	21.35662
Eritrea	male	1994	20.38827
Estonia	male	1994	24.79648
Ethiopia	male	1994	19.66306
Fiji	male	1994	24.28999
Finland	male	1994	25.85309
France	male	1994	25.13114
French Polynesia	male	1994	28.24191
Gabon	male	1994	23.09335
Gambia	male	1994	20.5363
Georgia	male	1994	24.73249
Germany	male	1994	26.27577
Ghana	male	1994	21.56186
Greece	male	1994	25.34534
Greenland	male	1994	25.11891
Grenada	male	1994	24.05428
Guatemala	male	1994	24.14395
Guinea	male	1994	21.56541
Guinea-Bissau	male	1994	21.23877
Guyana	male	1994	22.90881
Haiti	male	1994	23.00373
Honduras	male	1994	24.0249
Hong Kong, China	male	1994	23.52496
Hungary	male	1994	26.05337
Iceland	male	1994	25.77402
India	male	1994	20.61725
Indonesia	male	1994	20.66926
Iran	male	1994	24.30065
Iraq	male	1994	25.76909
Ireland	male	1994	26.38027
Israel	male	1994	25.61811
Italy	male	1994	25.69556
Jamaica	male	1994	22.89494
Japan	male	1994	22.62295
Jordan	male	1994	26.17154
Kazakhstan	male	1994	25.01606
Kenya	male	1994	20.9327
Kiribati	male	1994	26.93106
Korea, Dem. Rep.	male	1994	22.32529
Korea, Rep.	male	1994	22.85881
Kuwait	male	1994	27.02469
Kyrgyzstan	male	1994	24.38295
Laos	male	1994	20.10266
Latvia	male	1994	25.27586
Lebanon	male	1994	25.50984
Lesotho	male	1994	20.76178
Liberia	male	1994	21.40775
Libya	male	1994	25.52624
Lithuania	male	1994	25.86401
Luxembourg	male	1994	26.09424
Macao, China	male	1994	24.19368
Macedonia, FYR	male	1994	25.50643
Madagascar	male	1994	21.01822
Malawi	male	1994	20.99899
Malaysia	male	1994	23.09928
Maldives	male	1994	21.72258
Mali	male	1994	20.72976
Malta	male	1994	26.50236
Marshall Islands	male	1994	27.14187
Mauritania	male	1994	21.54433
Mauritius	male	1994	23.60584
Mexico	male	1994	26.02117
Micronesia, Fed. Sts.	male	1994	26.37687
Moldova	male	1994	24.41854
Mongolia	male	1994	23.7941
Montenegro	male	1994	25.66753
Morocco	male	1994	24.39779
Mozambique	male	1994	20.79259
Myanmar	male	1994	20.09014
Namibia	male	1994	21.3172
Nauru	male	1994	31.23113
Nepal	male	1994	20.63165
Netherlands	male	1994	24.7679
Netherlands Antilles	male	1994	25.98254
New Zealand	male	1994	26.20156
Nicaragua	male	1994	24.70176
Niger	male	1994	20.68006
Nigeria	male	1994	21.70705
Norway	male	1994	25.49028
Oman	male	1994	24.64511
Pakistan	male	1994	21.79347
Palau	male	1994	27.7046
Panama	male	1994	24.68749
Papua New Guinea	male	1994	23.59245
Paraguay	male	1994	24.35741
Peru	male	1994	23.59906
Philippines	male	1994	22.04148
Poland	male	1994	25.48839
Portugal	male	1994	25.59756
Puerto Rico	male	1994	26.17938
Qatar	male	1994	26.17688
Romania	male	1994	24.63574
Russia	male	1994	24.97425
Rwanda	male	1994	21.71451
Saint Kitts and Nevis	male	1994	26.45641
Saint Lucia	male	1994	23.65405
Saint Vincent and the Grenadines	male	1994	24.01646
Samoa	male	1994	27.90823
Sao Tome and Principe	male	1994	21.9945
Saudi Arabia	male	1994	26.33868
Senegal	male	1994	20.9613
Serbia	male	1994	25.92375
Seychelles	male	1994	23.77534
Sierra Leone	male	1994	21.84373
Singapore	male	1994	23.47382
Slovak Republic	male	1994	26.04675
Slovenia	male	1994	26.20079
Solomon Islands	male	1994	25.64945
Somalia	male	1994	21.42431
South Africa	male	1994	23.76762
Spain	male	1994	26.04306
Sri Lanka	male	1994	21.02658
Sudan	male	1994	21.17918
Suriname	male	1994	24.07298
Swaziland	male	1994	21.94854
Sweden	male	1994	25.37889
Switzerland	male	1994	25.57968
Syria	male	1994	25.52016
Taiwan	male	1994	23.53399
Tajikistan	male	1994	23.96471
Tanzania	male	1994	21.64031
Thailand	male	1994	21.88441
Timor-Leste	male	1994	20.32359
Togo	male	1994	21.14536
Tonga	male	1994	28.76827
Trinidad and Tobago	male	1994	25.15276
Tunisia	male	1994	23.45644
Turkey	male	1994	25.03051
Turkmenistan	male	1994	24.49877
Uganda	male	1994	21.6384
Ukraine	male	1994	24.99754
United Arab Emirates	male	1994	26.39207
United Kingdom	male	1994	26.01879
United States	male	1994	27.06838
Uruguay	male	1994	25.26958
Uzbekistan	male	1994	24.71118
Vanuatu	male	1994	25.05856
Venezuela	male	1994	25.97218
Vietnam	male	1994	19.58757
West Bank and Gaza	male	1994	25.61249
Yemen, Rep.	male	1994	23.56154
Zambia	male	1994	20.09502
Zimbabwe	male	1994	21.59029
Afghanistan	male	1995	20.91132
Albania	male	1995	25.25874
Algeria	male	1995	23.39526
Andorra	male	1995	26.43569
Angola	male	1995	21.16022
Antigua and Barbuda	male	1995	24.66461
Argentina	male	1995	26.37522
Armenia	male	1995	24.0157
Australia	male	1995	26.29241
Austria	male	1995	25.61814
Azerbaijan	male	1995	24.61946
Bahamas	male	1995	25.72418
Bahrain	male	1995	25.87566
Bangladesh	male	1995	20.1077
Barbados	male	1995	25.20411
Belarus	male	1995	25.10237
Belgium	male	1995	25.84461
Belize	male	1995	25.64134
Benin	male	1995	21.45576
Bermuda	male	1995	26.88993
Bhutan	male	1995	21.93914
Bolivia	male	1995	23.61766
Bosnia and Herzegovina	male	1995	25.07033
Botswana	male	1995	20.66838
Brazil	male	1995	24.14789
British Virgin Islands	male	1995	25.26959
Brunei	male	1995	23.64776
Bulgaria	male	1995	25.78474
Burkina Faso	male	1995	20.49193
Burundi	male	1995	21.34265
Cambodia	male	1995	20.03927
Cameroon	male	1995	22.59547
Canada	male	1995	26.58874
Cape Verde	male	1995	21.9515
Central African Rep.	male	1995	20.78063
Chad	male	1995	20.66849
Chile	male	1995	25.66344
China	male	1995	22.23897
Colombia	male	1995	23.6395
Comoros	male	1995	21.63794
Congo, Dem. Rep.	male	1995	20.40021
Congo, Rep.	male	1995	21.23934
Cook Islands	male	1995	29.61475
Costa Rica	male	1995	25.0535
Cote d'Ivoire	male	1995	21.75006
Croatia	male	1995	25.57994
Cuba	male	1995	23.71862
Cyprus	male	1995	26.3608
Czech Rep.	male	1995	26.98314
Denmark	male	1995	24.96431
Djibouti	male	1995	22.33623
Dominica	male	1995	23.61304
Dominican Rep.	male	1995	23.73003
Ecuador	male	1995	24.65281
Egypt	male	1995	25.57944
El Salvador	male	1995	24.8631
Equatorial Guinea	male	1995	21.4069
Eritrea	male	1995	20.45346
Estonia	male	1995	24.82701
Ethiopia	male	1995	19.68413
Fiji	male	1995	24.44879
Finland	male	1995	25.87877
France	male	1995	25.17051
French Polynesia	male	1995	28.44179
Gabon	male	1995	23.15467
Gambia	male	1995	20.58593
Georgia	male	1995	24.65405
Germany	male	1995	26.34132
Ghana	male	1995	21.64113
Greece	male	1995	25.38483
Greenland	male	1995	25.18005
Grenada	male	1995	24.11636
Guatemala	male	1995	24.2273
Guinea	male	1995	21.61652
Guinea-Bissau	male	1995	21.28187
Guyana	male	1995	22.97709
Haiti	male	1995	23.01138
Honduras	male	1995	24.09955
Hong Kong, China	male	1995	23.6696
Hungary	male	1995	26.07566
Iceland	male	1995	25.84124
India	male	1995	20.62203
Indonesia	male	1995	20.76345
Iran	male	1995	24.40843
Iraq	male	1995	25.7876
Ireland	male	1995	26.45337
Israel	male	1995	25.71673
Italy	male	1995	25.73105
Jamaica	male	1995	22.9611
Japan	male	1995	22.70061
Jordan	male	1995	26.27064
Kazakhstan	male	1995	24.99333
Kenya	male	1995	20.96952
Kiribati	male	1995	27.07819
Korea, Dem. Rep.	male	1995	22.2861
Korea, Rep.	male	1995	22.94119
Kuwait	male	1995	27.21557
Kyrgyzstan	male	1995	24.3061
Laos	male	1995	20.15559
Latvia	male	1995	25.27005
Lebanon	male	1995	25.65785
Lesotho	male	1995	20.7994
Liberia	male	1995	21.41723
Libya	male	1995	25.59521
Lithuania	male	1995	25.83189
Luxembourg	male	1995	26.18726
Macao, China	male	1995	24.3092
Macedonia, FYR	male	1995	25.51704
Madagascar	male	1995	21.0367
Malawi	male	1995	21.04616
Malaysia	male	1995	23.2446
Maldives	male	1995	21.81634
Mali	male	1995	20.77477
Malta	male	1995	26.60634
Marshall Islands	male	1995	27.32525
Mauritania	male	1995	21.6168
Mauritius	male	1995	23.71886
Mexico	male	1995	26.11915
Micronesia, Fed. Sts.	male	1995	26.53033
Moldova	male	1995	24.30591
Mongolia	male	1995	23.80494
Montenegro	male	1995	25.64686
Morocco	male	1995	24.4719
Mozambique	male	1995	20.82918
Myanmar	male	1995	20.13908
Namibia	male	1995	21.34968
Nauru	male	1995	31.41477
Nepal	male	1995	20.63472
Netherlands	male	1995	24.84707
Netherlands Antilles	male	1995	26.10876
New Zealand	male	1995	26.28952
Nicaragua	male	1995	24.75597
Niger	male	1995	20.69191
Nigeria	male	1995	21.79146
Norway	male	1995	25.57453
Oman	male	1995	24.78063
Pakistan	male	1995	21.83634
Palau	male	1995	27.90584
Panama	male	1995	24.78475
Papua New Guinea	male	1995	23.73647
Paraguay	male	1995	24.44485
Peru	male	1995	23.66987
Philippines	male	1995	22.10968
Poland	male	1995	25.53633
Portugal	male	1995	25.6778
Puerto Rico	male	1995	26.32539
Qatar	male	1995	26.29329
Romania	male	1995	24.6279
Russia	male	1995	24.96507
Rwanda	male	1995	21.71504
Saint Kitts and Nevis	male	1995	26.57601
Saint Lucia	male	1995	23.73497
Saint Vincent and the Grenadines	male	1995	24.08867
Samoa	male	1995	28.038
Sao Tome and Principe	male	1995	22.06417
Saudi Arabia	male	1995	26.45034
Senegal	male	1995	21.01431
Serbia	male	1995	25.90583
Seychelles	male	1995	23.90865
Sierra Leone	male	1995	21.87518
Singapore	male	1995	23.54164
Slovak Republic	male	1995	26.08351
Slovenia	male	1995	26.26542
Solomon Islands	male	1995	25.79141
Somalia	male	1995	21.44441
South Africa	male	1995	23.85642
Spain	male	1995	26.12167
Sri Lanka	male	1995	21.0932
Sudan	male	1995	21.23783
Suriname	male	1995	24.13357
Swaziland	male	1995	21.98135
Sweden	male	1995	25.43743
Switzerland	male	1995	25.61801
Syria	male	1995	25.62992
Taiwan	male	1995	23.61526
Tajikistan	male	1995	23.84028
Tanzania	male	1995	21.65659
Thailand	male	1995	22.03004
Timor-Leste	male	1995	20.39477
Togo	male	1995	21.18566
Tonga	male	1995	28.94029
Trinidad and Tobago	male	1995	25.18803
Tunisia	male	1995	23.55951
Turkey	male	1995	25.14651
Turkmenistan	male	1995	24.45991
Uganda	male	1995	21.69042
Ukraine	male	1995	24.93999
United Arab Emirates	male	1995	26.51119
United Kingdom	male	1995	26.12699
United States	male	1995	27.1781
Uruguay	male	1995	25.36804
Uzbekistan	male	1995	24.69517
Vanuatu	male	1995	25.19282
Venezuela	male	1995	26.08046
Vietnam	male	1995	19.66996
West Bank and Gaza	male	1995	25.73496
Yemen, Rep.	male	1995	23.61684
Zambia	male	1995	20.09977
Zimbabwe	male	1995	21.58986
Afghanistan	male	1996	20.85155
Albania	male	1996	25.31097
Algeria	male	1996	23.46811
Andorra	male	1996	26.50769
Angola	male	1996	21.19076
Antigua and Barbuda	male	1996	24.72544
Argentina	male	1996	26.47182
Armenia	male	1996	24.02627
Australia	male	1996	26.38256
Austria	male	1996	25.6641
Azerbaijan	male	1996	24.55527
Bahamas	male	1996	25.79938
Bahrain	male	1996	26.03138
Bangladesh	male	1996	20.10489
Barbados	male	1996	25.2685
Belarus	male	1996	25.11362
Belgium	male	1996	25.91482
Belize	male	1996	25.72576
Benin	male	1996	21.5205
Bermuda	male	1996	27.01108
Bhutan	male	1996	21.98528
Bolivia	male	1996	23.68542
Bosnia and Herzegovina	male	1996	25.12328
Botswana	male	1996	20.74696
Brazil	male	1996	24.25992
British Virgin Islands	male	1996	25.48898
Brunei	male	1996	23.69483
Bulgaria	male	1996	25.77704
Burkina Faso	male	1996	20.52809
Burundi	male	1996	21.33228
Cambodia	male	1996	20.08239
Cameroon	male	1996	22.63932
Canada	male	1996	26.67114
Cape Verde	male	1996	22.0401
Central African Rep.	male	1996	20.77539
Chad	male	1996	20.70319
Chile	male	1996	25.77917
China	male	1996	22.31367
Colombia	male	1996	23.75218
Comoros	male	1996	21.66373
Congo, Dem. Rep.	male	1996	20.31166
Congo, Rep.	male	1996	21.27222
Cook Islands	male	1996	29.8242
Costa Rica	male	1996	25.14893
Cote d'Ivoire	male	1996	21.80476
Croatia	male	1996	25.61993
Cuba	male	1996	23.7573
Cyprus	male	1996	26.43776
Czech Rep.	male	1996	27.04343
Denmark	male	1996	25.02533
Djibouti	male	1996	22.39746
Dominica	male	1996	23.70171
Dominican Rep.	male	1996	23.79631
Ecuador	male	1996	24.71664
Egypt	male	1996	25.67577
El Salvador	male	1996	24.9637
Equatorial Guinea	male	1996	21.47658
Eritrea	male	1996	20.52008
Estonia	male	1996	24.88001
Ethiopia	male	1996	19.71305
Fiji	male	1996	24.61446
Finland	male	1996	25.90909
France	male	1996	25.20739
French Polynesia	male	1996	28.62167
Gabon	male	1996	23.2281
Gambia	male	1996	20.63716
Georgia	male	1996	24.61017
Germany	male	1996	26.4141
Ghana	male	1996	21.73307
Greece	male	1996	25.43099
Greenland	male	1996	25.23576
Grenada	male	1996	24.18421
Guatemala	male	1996	24.30849
Guinea	male	1996	21.6695
Guinea-Bissau	male	1996	21.33048
Guyana	male	1996	23.05076
Haiti	male	1996	23.02365
Honduras	male	1996	24.18044
Hong Kong, China	male	1996	23.80513
Hungary	male	1996	26.10413
Iceland	male	1996	25.91334
India	male	1996	20.63797
Indonesia	male	1996	20.85661
Iran	male	1996	24.51378
Iraq	male	1996	25.84621
Ireland	male	1996	26.54485
Israel	male	1996	25.83036
Italy	male	1996	25.77075
Jamaica	male	1996	23.03603
Japan	male	1996	22.7845
Jordan	male	1996	26.35048
Kazakhstan	male	1996	24.97532
Kenya	male	1996	21.00601
Kiribati	male	1996	27.24093
Korea, Dem. Rep.	male	1996	22.23183
Korea, Rep.	male	1996	23.03472
Kuwait	male	1996	27.40334
Kyrgyzstan	male	1996	24.24907
Laos	male	1996	20.20878
Latvia	male	1996	25.28771
Lebanon	male	1996	25.80689
Lesotho	male	1996	20.8446
Liberia	male	1996	21.43646
Libya	male	1996	25.66955
Lithuania	male	1996	25.82294
Luxembourg	male	1996	26.28181
Macao, China	male	1996	24.41917
Macedonia, FYR	male	1996	25.53988
Madagascar	male	1996	21.05489
Malawi	male	1996	21.10198
Malaysia	male	1996	23.39285
Maldives	male	1996	21.91005
Mali	male	1996	20.82456
Malta	male	1996	26.69914
Marshall Islands	male	1996	27.48536
Mauritania	male	1996	21.68749
Mauritius	male	1996	23.82652
Mexico	male	1996	26.22286
Micronesia, Fed. Sts.	male	1996	26.67402
Moldova	male	1996	24.2017
Mongolia	male	1996	23.81547
Montenegro	male	1996	25.6866
Morocco	male	1996	24.55772
Mozambique	male	1996	20.87
Myanmar	male	1996	20.19545
Namibia	male	1996	21.38736
Nauru	male	1996	31.59122
Nepal	male	1996	20.63549
Netherlands	male	1996	24.92677
Netherlands Antilles	male	1996	26.23626
New Zealand	male	1996	26.38163
Nicaragua	male	1996	24.80855
Niger	male	1996	20.70413
Nigeria	male	1996	21.87817
Norway	male	1996	25.67179
Oman	male	1996	24.90626
Pakistan	male	1996	21.87969
Palau	male	1996	28.11214
Panama	male	1996	24.88972
Papua New Guinea	male	1996	23.86733
Paraguay	male	1996	24.53223
Peru	male	1996	23.74694
Philippines	male	1996	22.18426
Poland	male	1996	25.59576
Portugal	male	1996	25.75557
Puerto Rico	male	1996	26.47035
Qatar	male	1996	26.41204
Romania	male	1996	24.63848
Russia	male	1996	24.95205
Rwanda	male	1996	21.71962
Saint Kitts and Nevis	male	1996	26.69849
Saint Lucia	male	1996	23.80912
Saint Vincent and the Grenadines	male	1996	24.15437
Samoa	male	1996	28.19742
Sao Tome and Principe	male	1996	22.13677
Saudi Arabia	male	1996	26.55977
Senegal	male	1996	21.06393
Serbia	male	1996	25.92565
Seychelles	male	1996	24.04069
Sierra Leone	male	1996	21.90497
Singapore	male	1996	23.60396
Slovak Republic	male	1996	26.13178
Slovenia	male	1996	26.34704
Solomon Islands	male	1996	25.93356
Somalia	male	1996	21.46899
South Africa	male	1996	23.96304
Spain	male	1996	26.20999
Sri Lanka	male	1996	21.1642
Sudan	male	1996	21.29703
Suriname	male	1996	24.20795
Swaziland	male	1996	22.02255
Sweden	male	1996	25.49521
Switzerland	male	1996	25.66158
Syria	male	1996	25.75749
Taiwan	male	1996	23.69346
Tajikistan	male	1996	23.70978
Tanzania	male	1996	21.67487
Thailand	male	1996	22.16708
Timor-Leste	male	1996	20.46321
Togo	male	1996	21.23926
Tonga	male	1996	29.11615
Trinidad and Tobago	male	1996	25.23361
Tunisia	male	1996	23.67153
Turkey	male	1996	25.27038
Turkmenistan	male	1996	24.41998
Uganda	male	1996	21.73546
Ukraine	male	1996	24.87676
United Arab Emirates	male	1996	26.64237
United Kingdom	male	1996	26.23783
United States	male	1996	27.28376
Uruguay	male	1996	25.47642
Uzbekistan	male	1996	24.67727
Vanuatu	male	1996	25.32325
Venezuela	male	1996	26.18272
Vietnam	male	1996	19.75854
West Bank and Gaza	male	1996	25.87428
Yemen, Rep.	male	1996	23.66973
Zambia	male	1996	20.11009
Zimbabwe	male	1996	21.60362
Afghanistan	male	1997	20.81307
Albania	male	1997	25.33988
Algeria	male	1997	23.5416
Andorra	male	1997	26.58255
Angola	male	1997	21.22621
Antigua and Barbuda	male	1997	24.78714
Argentina	male	1997	26.57778
Armenia	male	1997	24.03885
Australia	male	1997	26.47351
Austria	male	1997	25.71737
Azerbaijan	male	1997	24.49745
Bahamas	male	1997	25.89374
Bahrain	male	1997	26.186
Bangladesh	male	1997	20.11304
Barbados	male	1997	25.35236
Belarus	male	1997	25.14026
Belgium	male	1997	25.98577
Belize	male	1997	25.80637
Benin	male	1997	21.58523
Bermuda	male	1997	27.12503
Bhutan	male	1997	22.0365
Bolivia	male	1997	23.7552
Bosnia and Herzegovina	male	1997	25.22345
Botswana	male	1997	20.82805
Brazil	male	1997	24.37651
British Virgin Islands	male	1997	25.70132
Brunei	male	1997	23.75058
Bulgaria	male	1997	25.76761
Burkina Faso	male	1997	20.56636
Burundi	male	1997	21.3182
Cambodia	male	1997	20.12625
Cameroon	male	1997	22.69765
Canada	male	1997	26.75346
Cape Verde	male	1997	22.13422
Central African Rep.	male	1997	20.7839
Chad	male	1997	20.74174
Chile	male	1997	25.88624
China	male	1997	22.387
Colombia	male	1997	23.86203
Comoros	male	1997	21.68527
Congo, Dem. Rep.	male	1997	20.22254
Congo, Rep.	male	1997	21.30124
Cook Islands	male	1997	30.02693
Costa Rica	male	1997	25.24253
Cote d'Ivoire	male	1997	21.85798
Croatia	male	1997	25.66831
Cuba	male	1997	23.80301
Cyprus	male	1997	26.52202
