"","country","continent","year","lifeExp","pop","gdpPercap","Diabetes_prevalance_2015"
"415","Djibouti","Africa",1982,48.812,305991,2879.468067,8.4
"416","Djibouti","Africa",1987,50.04,311025,2880.102568,8.4
"417","Djibouti","Africa",1992,51.604,384156,2377.156192,8.4
"418","Djibouti","Africa",1997,53.157,417908,1895.016984,8.4
"419","Djibouti","Africa",2002,53.373,447416,1908.260867,8.4
"420","Djibouti","Africa",2007,54.791,496374,2082.481567,8.4
"421","Dominican Republic","Americas",1952,45.928,2491346,1397.717137,8.8
"422","Dominican Republic","Americas",1957,49.828,2923186,1544.402995,8.8
"423","Dominican Republic","Americas",1962,53.459,3453434,1662.137359,8.8
"424","Dominican Republic","Americas",1967,56.751,4049146,1653.723003,8.8
"425","Dominican Republic","Americas",1972,59.631,4671329,2189.874499,8.8
"426","Dominican Republic","Americas",1977,61.788,5302800,2681.9889,8.8
"427","Dominican Republic","Americas",1982,63.727,5968349,2861.092386,8.8
"428","Dominican Republic","Americas",1987,66.046,6655297,2899.842175,8.8
"429","Dominican Republic","Americas",1992,68.457,7351181,3044.214214,8.8
"430","Dominican Republic","Americas",1997,69.957,7992357,3614.101285,8.8
"431","Dominican Republic","Americas",2002,70.847,8650322,4563.808154,8.8
"432","Dominican Republic","Americas",2007,72.235,9319622,6025.374752,8.8
"433","Ecuador","Americas",1952,48.357,3548753,3522.110717,9.2
"434","Ecuador","Americas",1957,51.356,4058385,3780.546651,9.2
"435","Ecuador","Americas",1962,54.64,4681707,4086.114078,9.2
"436","Ecuador","Americas",1967,56.678,5432424,4579.074215,9.2
"437","Ecuador","Americas",1972,58.796,6298651,5280.99471,9.2
"438","Ecuador","Americas",1977,61.31,7278866,6679.62326,9.2
"439","Ecuador","Americas",1982,64.342,8365850,7213.791267,9.2
"440","Ecuador","Americas",1987,67.231,9545158,6481.776993,9.2
"441","Ecuador","Americas",1992,69.613,10748394,7103.702595,9.2
"442","Ecuador","Americas",1997,72.312,11911819,7429.455877,9.2
"443","Ecuador","Americas",2002,74.173,12921234,5773.044512,9.2
"444","Ecuador","Americas",2007,74.994,13755680,6873.262326,9.2
"445","Egypt","Africa",1952,41.893,22223309,1418.822445,NA
"446","Egypt","Africa",1957,44.444,25009741,1458.915272,NA
"447","Egypt","Africa",1962,46.992,28173309,1693.335853,NA
"448","Egypt","Africa",1967,49.293,31681188,1814.880728,NA
"449","Egypt","Africa",1972,51.137,34807417,2024.008147,NA
"450","Egypt","Africa",1977,53.319,38783863,2785.493582,NA
"451","Egypt","Africa",1982,56.006,45681811,3503.729636,NA
"452","Egypt","Africa",1987,59.797,52799062,3885.46071,NA
"453","Egypt","Africa",1992,63.674,59402198,3794.755195,NA
"454","Egypt","Africa",1997,67.217,66134291,4173.181797,NA
"455","Egypt","Africa",2002,69.806,73312559,4754.604414,NA
"456","Egypt","Africa",2007,71.338,80264543,5581.180998,NA
"457","El Salvador","Americas",1952,45.262,2042865,3048.3029,9.2
"458","El Salvador","Americas",1957,48.57,2355805,3421.523218,9.2
"459","El Salvador","Americas",1962,52.307,2747687,3776.803627,9.2
"460","El Salvador","Americas",1967,55.855,3232927,4358.595393,9.2
"461","El Salvador","Americas",1972,58.207,3790903,4520.246008,9.2
"462","El Salvador","Americas",1977,56.696,4282586,5138.922374,9.2
"463","El Salvador","Americas",1982,56.604,4474873,4098.344175,9.2
"464","El Salvador","Americas",1987,63.154,4842194,4140.442097,9.2
"465","El Salvador","Americas",1992,66.798,5274649,4444.2317,9.2
"466","El Salvador","Americas",1997,69.535,5783439,5154.825496,9.2
"467","El Salvador","Americas",2002,70.734,6353681,5351.568666,9.2
"468","El Salvador","Americas",2007,71.878,6939688,5728.353514,9.2
"469","Equatorial Guinea","Africa",1952,34.482,216964,375.6431231,7.7
"470","Equatorial Guinea","Africa",1957,35.983,232922,426.0964081,7.7
"471","Equatorial Guinea","Africa",1962,37.485,249220,582.8419714,7.7
"472","Equatorial Guinea","Africa",1967,38.987,259864,915.5960025,7.7
"473","Equatorial Guinea","Africa",1972,40.516,277603,672.4122571,7.7
"474","Equatorial Guinea","Africa",1977,42.024,192675,958.5668124,7.7
"475","Equatorial Guinea","Africa",1982,43.662,285483,927.8253427,7.7
"476","Equatorial Guinea","Africa",1987,45.664,341244,966.8968149,7.7
"477","Equatorial Guinea","Africa",1992,47.545,387838,1132.055034,7.7
"478","Equatorial Guinea","Africa",1997,48.245,439971,2814.480755,7.7
"479","Equatorial Guinea","Africa",2002,49.348,495627,7703.4959,7.7
"480","Equatorial Guinea","Africa",2007,51.579,551201,12154.08975,7.7
"481","Eritrea","Africa",1952,35.928,1438760,328.9405571,3.6
"482","Eritrea","Africa",1957,38.047,1542611,344.1618859,3.6
"483","Eritrea","Africa",1962,40.158,1666618,380.9958433,3.6
"484","Eritrea","Africa",1967,42.189,1820319,468.7949699,3.6
"485","Eritrea","Africa",1972,44.142,2260187,514.3242082,3.6
"486","Eritrea","Africa",1977,44.535,2512642,505.7538077,3.6
"487","Eritrea","Africa",1982,43.89,2637297,524.8758493,3.6
"488","Eritrea","Africa",1987,46.453,2915959,521.1341333,3.6
"489","Eritrea","Africa",1992,49.991,3668440,582.8585102,3.6
"490","Eritrea","Africa",1997,53.378,4058319,913.47079,3.6
"491","Eritrea","Africa",2002,55.24,4414865,765.3500015,3.6
"492","Eritrea","Africa",2007,58.04,4906585,641.3695236,3.6
"493","Ethiopia","Africa",1952,34.078,20860941,362.1462796,3.4
"494","Ethiopia","Africa",1957,36.667,22815614,378.9041632,3.4
"495","Ethiopia","Africa",1962,40.059,25145372,419.4564161,3.4
"496","Ethiopia","Africa",1967,42.115,27860297,516.1186438,3.4
"497","Ethiopia","Africa",1972,43.515,30770372,566.2439442,3.4
"498","Ethiopia","Africa",1977,44.51,34617799,556.8083834,3.4
"499","Ethiopia","Africa",1982,44.916,38111756,577.8607471,3.4
"500","Ethiopia","Africa",1987,46.684,42999530,573.7413142,3.4
"501","Ethiopia","Africa",1992,48.091,52088559,421.3534653,3.4
"502","Ethiopia","Africa",1997,49.402,59861301,515.8894013,3.4
"503","Ethiopia","Africa",2002,50.725,67946797,530.0535319,3.4
"504","Ethiopia","Africa",2007,52.947,76511887,690.8055759,3.4
"505","Finland","Europe",1952,66.55,4090500,6424.519071,6
"506","Finland","Europe",1957,67.49,4324000,7545.415386,6
"507","Finland","Europe",1962,68.75,4491443,9371.842561,6
"508","Finland","Europe",1967,69.83,4605744,10921.63626,6
"509","Finland","Europe",1972,70.87,4639657,14358.8759,6
"510","Finland","Europe",1977,72.52,4738902,15605.42283,6
"511","Finland","Europe",1982,74.55,4826933,18533.15761,6
"512","Finland","Europe",1987,74.83,4931729,21141.01223,6
"513","Finland","Europe",1992,75.7,5041039,20647.16499,6
"514","Finland","Europe",1997,77.13,5134406,23723.9502,6
"515","Finland","Europe",2002,78.37,5193039,28204.59057,6
"516","Finland","Europe",2007,79.313,5238460,33207.0844,6
"517","France","Europe",1952,67.41,42459667,7029.809327,5.3
"518","France","Europe",1957,68.93,44310863,8662.834898,5.3
"519","France","Europe",1962,70.51,47124000,10560.48553,5.3
"520","France","Europe",1967,71.55,49569000,12999.91766,5.3
"521","France","Europe",1972,72.38,51732000,16107.19171,5.3
"522","France","Europe",1977,73.83,53165019,18292.63514,5.3
"523","France","Europe",1982,74.89,54433565,20293.89746,5.3
"524","France","Europe",1987,76.34,55630100,22066.44214,5.3
"525","France","Europe",1992,77.46,57374179,24703.79615,5.3
"526","France","Europe",1997,78.64,58623428,25889.78487,5.3
"527","France","Europe",2002,79.59,59925035,28926.03234,5.3
"528","France","Europe",2007,80.657,61083916,30470.0167,5.3
"529","Gabon","Africa",1952,37.003,420702,4293.476475,7.8
"530","Gabon","Africa",1957,38.999,434904,4976.198099,7.8
"531","Gabon","Africa",1962,40.489,455661,6631.459222,7.8
"532","Gabon","Africa",1967,44.598,489004,8358.761987,7.8
"533","Gabon","Africa",1972,48.69,537977,11401.94841,7.8
"534","Gabon","Africa",1977,52.79,706367,21745.57328,7.8
"535","Gabon","Africa",1982,56.564,753874,15113.36194,7.8
"536","Gabon","Africa",1987,60.19,880397,11864.40844,7.8
"537","Gabon","Africa",1992,61.366,985739,13522.15752,7.8
"538","Gabon","Africa",1997,60.461,1126189,14722.84188,7.8
"539","Gabon","Africa",2002,56.761,1299304,12521.71392,7.8
"540","Gabon","Africa",2007,56.735,1454867,13206.48452,7.8
"541","Gambia","Africa",1952,30,284320,485.2306591,NA
"542","Gambia","Africa",1957,32.065,323150,520.9267111,NA
"543","Gambia","Africa",1962,33.896,374020,599.650276,NA
"544","Gambia","Africa",1967,35.857,439593,734.7829124,NA
"545","Gambia","Africa",1972,38.308,517101,756.0868363,NA
"546","Gambia","Africa",1977,41.842,608274,884.7552507,NA
"547","Gambia","Africa",1982,45.58,715523,835.8096108,NA
"548","Gambia","Africa",1987,49.265,848406,611.6588611,NA
"549","Gambia","Africa",1992,52.644,1025384,665.6244126,NA
"550","Gambia","Africa",1997,55.861,1235767,653.7301704,NA
"551","Gambia","Africa",2002,58.041,1457766,660.5855997,NA
"552","Gambia","Africa",2007,59.448,1688359,752.7497265,NA
"553","Germany","Europe",1952,67.5,69145952,7144.114393,7.4
"554","Germany","Europe",1957,69.1,71019069,10187.82665,7.4
"555","Germany","Europe",1962,70.3,73739117,12902.46291,7.4
"556","Germany","Europe",1967,70.8,76368453,14745.62561,7.4
"557","Germany","Europe",1972,71,78717088,18016.18027,7.4
"558","Germany","Europe",1977,72.5,78160773,20512.92123,7.4
"559","Germany","Europe",1982,73.8,78335266,22031.53274,7.4
"560","Germany","Europe",1987,74.847,77718298,24639.18566,7.4
"561","Germany","Europe",1992,76.07,80597764,26505.30317,7.4
"562","Germany","Europe",1997,77.34,82011073,27788.88416,7.4
"563","Germany","Europe",2002,78.67,82350671,30035.80198,7.4
"564","Germany","Europe",2007,79.406,82400996,32170.37442,7.4
"565","Ghana","Africa",1952,43.149,5581001,911.2989371,2.3
"566","Ghana","Africa",1957,44.779,6391288,1043.561537,2.3
"567","Ghana","Africa",1962,46.452,7355248,1190.041118,2.3
"568","Ghana","Africa",1967,48.072,8490213,1125.69716,2.3
"569","Ghana","Africa",1972,49.875,9354120,1178.223708,2.3
"570","Ghana","Africa",1977,51.756,10538093,993.2239571,2.3
"571","Ghana","Africa",1982,53.744,11400338,876.032569,2.3
"572","Ghana","Africa",1987,55.729,14168101,847.0061135,2.3
"573","Ghana","Africa",1992,57.501,16278738,925.060154,2.3
"574","Ghana","Africa",1997,58.556,18418288,1005.245812,2.3
"575","Ghana","Africa",2002,58.453,20550751,1111.984578,2.3
"576","Ghana","Africa",2007,60.022,22873338,1327.60891,2.3
"577","Greece","Europe",1952,65.86,7733250,3530.690067,5.2
"578","Greece","Europe",1957,67.86,8096218,4916.299889,5.2
"579","Greece","Europe",1962,69.51,8448233,6017.190733,5.2
"580","Greece","Europe",1967,71,8716441,8513.097016,5.2
"581","Greece","Europe",1972,72.34,8888628,12724.82957,5.2
"582","Greece","Europe",1977,73.68,9308479,14195.52428,5.2
"583","Greece","Europe",1982,75.24,9786480,15268.42089,5.2
"584","Greece","Europe",1987,76.67,9974490,16120.52839,5.2
"585","Greece","Europe",1992,77.03,10325429,17541.49634,5.2
"586","Greece","Europe",1997,77.869,10502372,18747.69814,5.2
"587","Greece","Europe",2002,78.256,10603863,22514.2548,5.2
"588","Greece","Europe",2007,79.483,10706290,27538.41188,5.2
"589","Guatemala","Americas",1952,42.023,3146381,2428.237769,11.1
"590","Guatemala","Americas",1957,44.142,3640876,2617.155967,11.1
"591","Guatemala","Americas",1962,46.954,4208858,2750.364446,11.1
"592","Guatemala","Americas",1967,50.016,4690773,3242.531147,11.1
"593","Guatemala","Americas",1972,53.738,5149581,4031.408271,11.1
"594","Guatemala","Americas",1977,56.029,5703430,4879.992748,11.1
"595","Guatemala","Americas",1982,58.137,6395630,4820.49479,11.1
"596","Guatemala","Americas",1987,60.782,7326406,4246.485974,11.1
"597","Guatemala","Americas",1992,63.373,8486949,4439.45084,11.1
"598","Guatemala","Americas",1997,66.322,9803875,4684.313807,11.1
"599","Guatemala","Americas",2002,68.978,11178650,4858.347495,11.1
"600","Guatemala","Americas",2007,70.259,12572928,5186.050003,11.1
"601","Guinea","Africa",1952,33.609,2664249,510.1964923,2.2
"602","Guinea","Africa",1957,34.558,2876726,576.2670245,2.2
"603","Guinea","Africa",1962,35.753,3140003,686.3736739,2.2
"604","Guinea","Africa",1967,37.197,3451418,708.7595409,2.2
"605","Guinea","Africa",1972,38.842,3811387,741.6662307,2.2
"606","Guinea","Africa",1977,40.762,4227026,874.6858643,2.2
"607","Guinea","Africa",1982,42.891,4710497,857.2503577,2.2
"608","Guinea","Africa",1987,45.552,5650262,805.5724718,2.2
"609","Guinea","Africa",1992,48.576,6990574,794.3484384,2.2
"610","Guinea","Africa",1997,51.455,8048834,869.4497668,2.2
"611","Guinea","Africa",2002,53.676,8807818,945.5835837,2.2
"612","Guinea","Africa",2007,56.007,9947814,942.6542111,2.2
"613","Guinea-Bissau","Africa",1952,32.5,580653,299.850319,2.2
"614","Guinea-Bissau","Africa",1957,33.489,601095,431.7904566,2.2
"615","Guinea-Bissau","Africa",1962,34.488,627820,522.0343725,2.2
"616","Guinea-Bissau","Africa",1967,35.492,601287,715.5806402,2.2
"617","Guinea-Bissau","Africa",1972,36.486,625361,820.2245876,2.2
"618","Guinea-Bissau","Africa",1977,37.465,745228,764.7259628,2.2
"619","Guinea-Bissau","Africa",1982,39.327,825987,838.1239671,2.2
"620","Guinea-Bissau","Africa",1987,41.245,927524,736.4153921,2.2
"621","Guinea-Bissau","Africa",1992,43.266,1050938,745.5398706,2.2
"622","Guinea-Bissau","Africa",1997,44.873,1193708,796.6644681,2.2
"623","Guinea-Bissau","Africa",2002,45.504,1332459,575.7047176,2.2
"624","Guinea-Bissau","Africa",2007,46.388,1472041,579.231743,2.2
"625","Haiti","Americas",1952,37.579,3201488,1840.366939,6.9
"626","Haiti","Americas",1957,40.696,3507701,1726.887882,6.9
"627","Haiti","Americas",1962,43.59,3880130,1796.589032,6.9
"628","Haiti","Americas",1967,46.243,4318137,1452.057666,6.9
"629","Haiti","Americas",1972,48.042,4698301,1654.456946,6.9
"630","Haiti","Americas",1977,49.923,4908554,1874.298931,6.9
"631","Haiti","Americas",1982,51.461,5198399,2011.159549,6.9
"632","Haiti","Americas",1987,53.636,5756203,1823.015995,6.9
"633","Haiti","Americas",1992,55.089,6326682,1456.309517,6.9
"634","Haiti","Americas",1997,56.671,6913545,1341.726931,6.9
"635","Haiti","Americas",2002,58.137,7607651,1270.364932,6.9
"636","Haiti","Americas",2007,60.916,8502814,1201.637154,6.9
"637","Honduras","Americas",1952,41.912,1517453,2194.926204,9.2
"638","Honduras","Americas",1957,44.665,1770390,2220.487682,9.2
"639","Honduras","Americas",1962,48.041,2090162,2291.156835,9.2
"640","Honduras","Americas",1967,50.924,2500689,2538.269358,9.2
"641","Honduras","Americas",1972,53.884,2965146,2529.842345,9.2
"642","Honduras","Americas",1977,57.402,3055235,3203.208066,9.2
"643","Honduras","Americas",1982,60.909,3669448,3121.760794,9.2
"644","Honduras","Americas",1987,64.492,4372203,3023.096699,9.2
"645","Honduras","Americas",1992,66.399,5077347,3081.694603,9.2
"646","Honduras","Americas",1997,67.659,5867957,3160.454906,9.2
"647","Honduras","Americas",2002,68.565,6677328,3099.72866,9.2
"648","Honduras","Americas",2007,70.198,7483763,3548.330846,9.2
"649","Hong Kong, China","Asia",1952,60.96,2125900,3054.421209,NA
"650","Hong Kong, China","Asia",1957,64.75,2736300,3629.076457,NA
"651","Hong Kong, China","Asia",1962,67.65,3305200,4692.648272,NA
"652","Hong Kong, China","Asia",1967,70,3722800,6197.962814,NA
"653","Hong Kong, China","Asia",1972,72,4115700,8315.928145,NA
"654","Hong Kong, China","Asia",1977,73.6,4583700,11186.14125,NA
"655","Hong Kong, China","Asia",1982,75.45,5264500,14560.53051,NA
"656","Hong Kong, China","Asia",1987,76.2,5584510,20038.47269,NA
"657","Hong Kong, China","Asia",1992,77.601,5829696,24757.60301,NA
"658","Hong Kong, China","Asia",1997,80,6495918,28377.63219,NA
"659","Hong Kong, China","Asia",2002,81.495,6762476,30209.01516,NA
"660","Hong Kong, China","Asia",2007,82.208,6980412,39724.97867,NA
"661","Hungary","Europe",1952,64.03,9504000,5263.673816,7.3
"662","Hungary","Europe",1957,66.41,9839000,6040.180011,7.3
"663","Hungary","Europe",1962,67.96,10063000,7550.359877,7.3
"664","Hungary","Europe",1967,69.5,10223422,9326.64467,7.3
"665","Hungary","Europe",1972,69.76,10394091,10168.65611,7.3
"666","Hungary","Europe",1977,69.95,10637171,11674.83737,7.3
"667","Hungary","Europe",1982,69.39,10705535,12545.99066,7.3
"668","Hungary","Europe",1987,69.58,10612740,12986.47998,7.3
"669","Hungary","Europe",1992,69.17,10348684,10535.62855,7.3
"670","Hungary","Europe",1997,71.04,10244684,11712.7768,7.3
"671","Hungary","Europe",2002,72.59,10083313,14843.93556,7.3
"672","Hungary","Europe",2007,73.338,9956108,18008.94444,7.3
"673","Iceland","Europe",1952,72.49,147962,7267.688428,6.1
"674","Iceland","Europe",1957,73.47,165110,9244.001412,6.1
"675","Iceland","Europe",1962,73.68,182053,10350.15906,6.1
"676","Iceland","Europe",1967,73.73,198676,13319.89568,6.1
"677","Iceland","Europe",1972,74.46,209275,15798.06362,6.1
"678","Iceland","Europe",1977,76.11,221823,19654.96247,6.1
"679","Iceland","Europe",1982,76.99,233997,23269.6075,6.1
"680","Iceland","Europe",1987,77.23,244676,26923.20628,6.1
"681","Iceland","Europe",1992,78.77,259012,25144.39201,6.1
"682","Iceland","Europe",1997,78.95,271192,28061.09966,6.1
"683","Iceland","Europe",2002,80.5,288030,31163.20196,6.1
"684","Iceland","Europe",2007,81.757,301931,36180.78919,6.1
"685","India","Asia",1952,37.373,372000000,546.5657493,9.3
"686","India","Asia",1957,40.249,409000000,590.061996,9.3
"687","India","Asia",1962,43.605,454000000,658.3471509,9.3
"688","India","Asia",1967,47.193,506000000,700.7706107,9.3
"689","India","Asia",1972,50.651,567000000,724.032527,9.3
"690","India","Asia",1977,54.208,634000000,813.337323,9.3
"691","India","Asia",1982,56.596,708000000,855.7235377,9.3
"692","India","Asia",1987,58.553,788000000,976.5126756,9.3
"693","India","Asia",1992,60.223,872000000,1164.406809,9.3
"694","India","Asia",1997,61.765,959000000,1458.817442,9.3
"695","India","Asia",2002,62.879,1034172547,1746.769454,9.3
"696","India","Asia",2007,64.698,1110396331,2452.210407,9.3
"697","Indonesia","Asia",1952,37.468,82052000,749.6816546,6.5
"698","Indonesia","Asia",1957,39.918,90124000,858.9002707,6.5
"699","Indonesia","Asia",1962,42.518,99028000,849.2897701,6.5
"700","Indonesia","Asia",1967,45.964,109343000,762.4317721,6.5
"701","Indonesia","Asia",1972,49.203,121282000,1111.107907,6.5
"702","Indonesia","Asia",1977,52.702,136725000,1382.702056,6.5
"703","Indonesia","Asia",1982,56.159,153343000,1516.872988,6.5
"704","Indonesia","Asia",1987,60.137,169276000,1748.356961,6.5
"705","Indonesia","Asia",1992,62.681,184816000,2383.140898,6.5
"706","Indonesia","Asia",1997,66.041,199278000,3119.335603,6.5
"707","Indonesia","Asia",2002,68.588,211060000,2873.91287,6.5
"708","Indonesia","Asia",2007,70.65,223547000,3540.651564,6.5
"709","Iran","Asia",1952,44.869,17272000,3035.326002,NA
"710","Iran","Asia",1957,47.181,19792000,3290.257643,NA
"711","Iran","Asia",1962,49.325,22874000,4187.329802,NA
"712","Iran","Asia",1967,52.469,26538000,5906.731805,NA
"713","Iran","Asia",1972,55.234,30614000,9613.818607,NA
"714","Iran","Asia",1977,57.702,35480679,11888.59508,NA
"715","Iran","Asia",1982,59.62,43072751,7608.334602,NA
"716","Iran","Asia",1987,63.04,51889696,6642.881371,NA
"717","Iran","Asia",1992,65.742,60397973,7235.653188,NA
"718","Iran","Asia",1997,68.042,63327987,8263.590301,NA
"719","Iran","Asia",2002,69.451,66907826,9240.761975,NA
"720","Iran","Asia",2007,70.964,69453570,11605.71449,NA
"721","Iraq","Asia",1952,45.32,5441766,4129.766056,9.3
"722","Iraq","Asia",1957,48.437,6248643,6229.333562,9.3
"723","Iraq","Asia",1962,51.457,7240260,8341.737815,9.3
"724","Iraq","Asia",1967,54.459,8519282,8931.459811,9.3
"725","Iraq","Asia",1972,56.95,10061506,9576.037596,9.3
"726","Iraq","Asia",1977,60.413,11882916,14688.23507,9.3
"727","Iraq","Asia",1982,62.038,14173318,14517.90711,9.3
"728","Iraq","Asia",1987,65.044,16543189,11643.57268,9.3
"729","Iraq","Asia",1992,59.461,17861905,3745.640687,9.3
"730","Iraq","Asia",1997,58.811,20775703,3076.239795,9.3
"731","Iraq","Asia",2002,57.046,24001816,4390.717312,9.3
"732","Iraq","Asia",2007,59.545,27499638,4471.061906,9.3
"733","Ireland","Europe",1952,66.91,2952156,5210.280328,4.4
"734","Ireland","Europe",1957,68.9,2878220,5599.077872,4.4
"735","Ireland","Europe",1962,70.29,2830000,6631.597314,4.4
"736","Ireland","Europe",1967,71.08,2900100,7655.568963,4.4
"737","Ireland","Europe",1972,71.28,3024400,9530.772896,4.4
"738","Ireland","Europe",1977,72.03,3271900,11150.98113,4.4
"739","Ireland","Europe",1982,73.1,3480000,12618.32141,4.4
"740","Ireland","Europe",1987,74.36,3539900,13872.86652,4.4
"741","Ireland","Europe",1992,75.467,3557761,17558.81555,4.4
"742","Ireland","Europe",1997,76.122,3667233,24521.94713,4.4
"743","Ireland","Europe",2002,77.783,3879155,34077.04939,4.4
"744","Ireland","Europe",2007,78.885,4109086,40675.99635,4.4
"745","Israel","Asia",1952,65.39,1620914,4086.522128,7.5
"746","Israel","Asia",1957,67.84,1944401,5385.278451,7.5
"747","Israel","Asia",1962,69.39,2310904,7105.630706,7.5
"748","Israel","Asia",1967,70.75,2693585,8393.741404,7.5
"749","Israel","Asia",1972,71.63,3095893,12786.93223,7.5
"750","Israel","Asia",1977,73.06,3495918,13306.61921,7.5
"751","Israel","Asia",1982,74.45,3858421,15367.0292,7.5
"752","Israel","Asia",1987,75.6,4203148,17122.47986,7.5
"753","Israel","Asia",1992,76.93,4936550,18051.52254,7.5
"754","Israel","Asia",1997,78.269,5531387,20896.60924,7.5
"755","Israel","Asia",2002,79.696,6029529,21905.59514,7.5
"756","Israel","Asia",2007,80.745,6426679,25523.2771,7.5
"757","Italy","Europe",1952,65.94,47666000,4931.404155,5.1
"758","Italy","Europe",1957,67.81,49182000,6248.656232,5.1
"759","Italy","Europe",1962,69.24,50843200,8243.58234,5.1
"760","Italy","Europe",1967,71.06,52667100,10022.40131,5.1
"761","Italy","Europe",1972,72.19,54365564,12269.27378,5.1
"762","Italy","Europe",1977,73.48,56059245,14255.98475,5.1
"763","Italy","Europe",1982,74.98,56535636,16537.4835,5.1
"764","Italy","Europe",1987,76.42,56729703,19207.23482,5.1
"765","Italy","Europe",1992,77.44,56840847,22013.64486,5.1
"766","Italy","Europe",1997,78.82,57479469,24675.02446,5.1
"767","Italy","Europe",2002,80.24,57926999,27968.09817,5.1
"768","Italy","Europe",2007,80.546,58147733,28569.7197,5.1
"769","Jamaica","Americas",1952,58.53,1426095,2898.530881,11.5
"770","Jamaica","Americas",1957,62.61,1535090,4756.525781,11.5
"771","Jamaica","Americas",1962,65.61,1665128,5246.107524,11.5
"772","Jamaica","Americas",1967,67.51,1861096,6124.703451,11.5
"773","Jamaica","Americas",1972,69,1997616,7433.889293,11.5
"774","Jamaica","Americas",1977,70.11,2156814,6650.195573,11.5
"775","Jamaica","Americas",1982,71.21,2298309,6068.05135,11.5
"776","Jamaica","Americas",1987,71.77,2326606,6351.237495,11.5
"777","Jamaica","Americas",1992,71.766,2378618,7404.923685,11.5
"778","Jamaica","Americas",1997,72.262,2531311,7121.924704,11.5
"779","Jamaica","Americas",2002,72.047,2664659,6994.774861,11.5
"780","Jamaica","Americas",2007,72.567,2780132,7320.880262,11.5
"781","Japan","Asia",1952,63.03,86459025,3216.956347,5.7
"782","Japan","Asia",1957,65.5,91563009,4317.694365,5.7
"783","Japan","Asia",1962,68.73,95831757,6576.649461,5.7
"784","Japan","Asia",1967,71.43,100825279,9847.788607,5.7
"785","Japan","Asia",1972,73.42,107188273,14778.78636,5.7
"786","Japan","Asia",1977,75.38,113872473,16610.37701,5.7
"787","Japan","Asia",1982,77.11,118454974,19384.10571,5.7
"788","Japan","Asia",1987,78.67,122091325,22375.94189,5.7
"789","Japan","Asia",1992,79.36,124329269,26824.89511,5.7
"790","Japan","Asia",1997,80.69,125956499,28816.58499,5.7
"791","Japan","Asia",2002,82,127065841,28604.5919,5.7
"792","Japan","Asia",2007,82.603,127467972,31656.06806,5.7
"793","Jordan","Asia",1952,43.158,607914,1546.907807,11.7
"794","Jordan","Asia",1957,45.669,746559,1886.080591,11.7
"795","Jordan","Asia",1962,48.126,933559,2348.009158,11.7
"796","Jordan","Asia",1967,51.629,1255058,2741.796252,11.7
"797","Jordan","Asia",1972,56.528,1613551,2110.856309,11.7
"798","Jordan","Asia",1977,61.134,1937652,2852.351568,11.7
"799","Jordan","Asia",1982,63.739,2347031,4161.415959,11.7
"800","Jordan","Asia",1987,65.869,2820042,4448.679912,11.7
"801","Jordan","Asia",1992,68.015,3867409,3431.593647,11.7
"802","Jordan","Asia",1997,69.772,4526235,3645.379572,11.7
"803","Jordan","Asia",2002,71.263,5307470,3844.917194,11.7
"804","Jordan","Asia",2007,72.535,6053193,4519.461171,11.7
"805","Kenya","Africa",1952,42.27,6464046,853.540919,2.4
"806","Kenya","Africa",1957,44.686,7454779,944.4383152,2.4
"807","Kenya","Africa",1962,47.949,8678557,896.9663732,2.4
"808","Kenya","Africa",1967,50.654,10191512,1056.736457,2.4
"809","Kenya","Africa",1972,53.559,12044785,1222.359968,2.4
"810","Kenya","Africa",1977,56.155,14500404,1267.613204,2.4
"811","Kenya","Africa",1982,58.766,17661452,1348.225791,2.4
"812","Kenya","Africa",1987,59.339,21198082,1361.936856,2.4
"813","Kenya","Africa",1992,59.285,25020539,1341.921721,2.4
"814","Kenya","Africa",1997,54.407,28263827,1360.485021,2.4
"815","Kenya","Africa",2002,50.992,31386842,1287.514732,2.4
"816","Kenya","Africa",2007,54.11,35610177,1463.249282,2.4
"817","Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758,NA
"818","Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655,NA
"819","Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598,NA
"820","Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609,NA
"821","Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503,NA
"822","Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249,NA
"823","Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293,NA
"824","Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315,NA
"825","Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507,NA
"826","Korea, Dem. Rep.","Asia",1997,67.727,21585105,1690.756814,NA
"827","Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151,NA
"828","Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548,NA
"829","Korea, Rep.","Asia",1952,47.453,20947571,1030.592226,7.2
"830","Korea, Rep.","Asia",1957,52.681,22611552,1487.593537,7.2
"831","Korea, Rep.","Asia",1962,55.292,26420307,1536.344387,7.2
"832","Korea, Rep.","Asia",1967,57.716,30131000,2029.228142,7.2
"833","Korea, Rep.","Asia",1972,62.612,33505000,3030.87665,7.2
